문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자 아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
M0044-0021,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,honest0909,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A53
E0016-0017,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,chokh1230,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A50
E0016-0018,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,pulshawk,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A58
E0016-0019,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,lsisjwchoi,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,C12
E0016-0020,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,kjh0102179,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A62
E0016-0021,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,yurim305,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,C08
E0016-0022,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,seondo1972,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A60
E0016-0023,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,skyend0823,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A34
M0049-0050,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,jsyang,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A09
M0049-0051,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,parkjinhong,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A10
M0049-0052,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,mjqaljs,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A35
M0049-0053,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,hjlee77,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A03
M0049-0054,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,park9913017,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A16
M0049-0055,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,jyshin0282,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A04
M0049-0056,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,bw1048,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A42
M0049-0057,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,woniltni9,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C09
M0049-0058,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,ktjsals1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A41
M0049-0059,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,kimgs8911,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A52
M0046-0052,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,mjqaljs,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A49
M0046-0053,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,hjlee77,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A05
M0046-0054,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,park9913017,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A08
M0046-0055,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,jyshin0282,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C06
M0046-0056,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,bw1048,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C11
M0046-0074,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,nutcaseg,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A06
M0046-0075,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,hs2006432,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A51
M0044-0022,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,krse7026,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A52
M0044-0023,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,jingo7878,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A04
M0044-0024,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,mgj1026,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A53
M0044-0025,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,manilow72,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C06
M0044-0026,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,cwhydro1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A52
M0044-0027,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,wilopump1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A44
M0044-0028,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,TSURUMI77,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A03
M0044-0029,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,0bbe6fad4914,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A47
M0044-0030,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,buradu,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A61
E0016-0024,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,kwang123,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A67
E0016-0025,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,jhpark04,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A56
E0016-0026,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,YPP2010,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A10
E0016-0027,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,nadasnv1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A32
E0016-0028,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,vitzro05,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A01
E0016-0029,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,sm935501,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A43
E0016-0030,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,voda7231,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A69
